Rk,School,G,W,L,W.L.,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,X.,MP,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian,33,27,6,.818,-1.25,-8.08,14,4,13,2,10,4,2458,2082,,1330,880,1858,.474,246,637,.386,452,632,.715,322,1093,514,288,90,397,619
2,Air Force,32,14,18,.438,-3.91,0.61,8,10,9,6,3,9,2179,2294,,1300,802,1777,.451,234,712,.329,341,503,.678,253,1077,434,154,57,423,543
3,Akron,33,17,16,.515,5.22,1.45,8,10,14,3,1,10,2271,2107,,1325,797,1948,.409,297,929,.320,380,539,.705,312,1204,399,185,106,388,569
4,Alabama A&M,32,5,27,.156,-19.22,-8.37,4,14,4,7,0,18,1938,2285,,1295,736,1807,.407,182,576,.316,284,453,.627,314,1025,384,234,49,487,587
5,Alabama-Birmingham,34,20,14,.588,0.81,-1.28,10,8,11,5,6,5,2392,2287,,1370,879,1938,.454,227,675,.336,407,607,.671,353,1237,395,215,80,388,559
6,Alabama State,31,12,19,.387,-15.63,-7.87,9,9,8,3,3,13,2086,2235,,1250,712,1763,.404,216,674,.320,446,684,.652,365,1094,313,203,102,451,565
7,Alabama,33,18,15,.545,10.25,9.76,8,10,10,5,4,8,2369,2353,,1320,827,1876,.441,233,688,.339,482,722,.668,368,1241,401,152,154,449,560
8,Albany (NY),32,12,20,.375,-9.17,-6.50,7,9,6,8,6,10,2150,2216,,1300,728,1750,.416,274,790,.347,420,564,.745,294,1083,402,195,78,454,566
9,Alcorn State,31,10,21,.323,-22.10,-8.99,6,12,10,3,0,17,1995,2194,,1245,709,1721,.412,211,646,.327,366,543,.674,334,1079,391,229,107,492,548
10,American,30,15,15,.500,-4.00,-7.04,9,9,8,7,6,8,2161,2070,,1220,780,1643,.475,190,583,.326,411,589,.698,251,1013,401,221,131,386,520
11,Appalachian State,32,11,21,.344,-3.55,0.28,6,12,9,5,2,12,2557,2539,,1290,880,1938,.454,292,814,.359,505,706,.715,310,1126,406,171,89,418,585
12,Arizona State,32,22,10,.688,10.47,5.72,12,6,13,3,6,5,2490,2338,,1300,851,1903,.447,232,680,.341,556,829,.671,389,1283,435,199,103,434,635
13,Arizona,32,17,15,.531,8.35,6.35,8,10,12,5,4,7,2269,2205,,1290,794,1861,.427,235,699,.336,446,620,.719,324,1116,397,165,73,370,594
14,Little Rock,31,10,21,.323,-4.61,-1.82,5,13,7,9,3,12,2301,2353,,1250,817,1687,.484,206,581,.355,461,703,.656,244,1060,443,169,87,503,622
15,Arkansas-Pine Bluff,32,13,19,.406,-14.47,-8.21,10,8,8,2,4,17,2108,2269,,1300,719,1685,.427,194,574,.338,476,702,.678,317,1063,365,216,108,478,629
16,Arkansas State,32,13,19,.406,-6.81,-0.94,7,11,10,4,2,13,2359,2475,,1310,796,1904,.418,237,709,.334,530,721,.735,403,1211,363,183,139,448,684
17,Arkansas,32,17,15,.531,11.89,9.02,8,10,12,6,4,7,2415,2323,,1290,845,1892,.447,241,703,.343,484,728,.665,328,1075,502,261,152,425,646
18,Army,32,13,19,.406,-7.34,-4.50,8,10,10,4,3,13,2268,2305,,1280,837,1956,.428,272,864,.315,322,471,.684,259,1125,499,198,50,376,544
19,Auburn,34,25,9,.735,19.71,9.71,11,7,15,2,4,6,2701,2320,,1370,930,2071,.449,381,1012,.376,460,648,.710,409,1173,487,316,162,417,621
20,Austin Peay,33,22,11,.667,0.59,-4.42,13,5,10,2,8,7,2712,2413,,1335,973,2060,.472,268,702,.382,498,705,.706,397,1215,454,252,110,392,595
21,Ball State,33,16,17,.485,3.75,1.56,6,12,7,7,8,7,2478,2362,,1340,889,1892,.470,202,621,.325,498,709,.702,308,1243,426,217,119,480,580
22,Baylor,32,19,13,.594,12.89,8.42,10,8,13,5,5,6,2293,2150,,1285,816,1853,.440,254,748,.340,407,604,.674,428,1222,443,196,152,424,599
23,Belmont,31,26,5,.839,8.58,-3.62,16,2,13,1,12,3,2710,2290,,1250,987,1976,.499,325,870,.374,411,557,.738,275,1205,616,212,117,360,481
24,Bethune-Cookman,31,14,17,.452,-11.81,-9.56,9,7,11,4,3,12,2290,2245,,1250,833,1899,.439,204,635,.321,420,689,.610,415,1273,443,234,108,501,610
25,Binghamton,33,10,23,.303,-13.68,-4.46,5,11,5,11,5,12,2152,2376,,1320,793,1842,.431,275,788,.349,291,452,.644,244,1060,324,183,152,409,474
26,Boise State,33,13,20,.394,3.90,1.37,7,11,8,7,3,10,2364,2263,,1330,845,1801,.469,252,715,.352,422,584,.723,242,1016,398,200,68,379,569
27,Boston College,31,14,17,.452,6.54,8.48,5,13,10,8,2,8,2196,2256,,1260,768,1808,.425,218,687,.317,442,633,.698,331,1137,382,159,103,378,509
28,Boston University,33,15,18,.455,-6.39,-5.17,7,11,7,7,8,10,2385,2387,,1325,922,1922,.480,221,639,.346,320,468,.684,311,1091,447,199,73,425,578
29,Bowling Green State,34,22,12,.647,4.55,1.17,12,6,14,2,5,8,2668,2496,,1370,945,2134,.443,272,762,.357,506,755,.670,408,1396,427,227,90,412,595
30,Bradley,34,20,14,.588,-0.27,-1.45,9,9,10,6,5,8,2264,2209,,1365,790,1822,.434,231,632,.366,453,654,.693,311,1169,410,183,128,430,595
31,Brigham Young,32,19,13,.594,6.49,3.64,11,5,13,3,5,8,2527,2436,,1295,878,1877,.468,226,684,.330,545,750,.727,263,1116,482,203,107,354,626
32,Brown,30,19,11,.633,-0.10,-3.42,7,7,12,3,7,8,2209,2045,,1210,759,1714,.443,231,685,.337,460,649,.709,255,1099,385,229,114,427,565
33,Bryant,30,10,20,.333,-14.99,-7.46,7,11,8,6,2,13,2088,2314,,1200,709,1680,.422,230,708,.325,440,618,.712,285,969,319,158,79,383,575
34,Bucknell,33,21,12,.636,0.79,-2.73,13,5,12,3,7,8,2534,2418,,1325,867,1928,.450,311,885,.351,489,653,.749,286,1154,519,173,116,409,627
35,Buffalo,34,31,3,.912,16.01,2.19,16,2,14,0,12,3,2888,2398,,1365,1033,2232,.463,325,968,.336,497,719,.691,428,1395,573,249,138,402,617
36,Butler,32,16,16,.500,9.85,8.57,7,11,12,4,2,9,2298,2257,,1290,835,1877,.445,280,799,.350,348,472,.737,280,1032,418,188,61,351,570
37,Cal Poly,29,6,23,.207,-13.68,-3.27,2,14,4,8,1,14,1930,2183,,1185,706,1715,.412,225,687,.328,293,452,.648,284,975,301,147,99,334,544
38,Cal State Bakersfield,31,16,15,.516,-4.64,-2.03,7,9,9,4,5,9,2211,2207,,1255,811,1896,.428,212,638,.332,377,565,.667,446,1155,359,205,98,410,684
39,Cal State Fullerton,33,16,17,.485,-2.74,-0.77,10,6,9,3,4,11,2379,2348,,1345,850,1861,.457,182,570,.319,497,707,.703,271,1187,397,195,112,437,617
40,Cal State Northridge,33,13,20,.394,-6.36,-3.36,7,9,7,9,4,10,2517,2609,,1335,936,2026,.462,227,621,.366,418,656,.637,338,1180,491,209,151,403,616
41,California Baptist,30,16,14,.533,-3.75,-4.02,7,9,8,6,8,6,2348,2185,,1220,816,1813,.450,280,779,.359,436,557,.783,298,1131,339,146,82,364,610
42,UC-Davis,31,11,20,.355,-5.96,-1.20,7,9,7,6,3,12,2038,2128,,1260,735,1673,.439,203,619,.328,365,515,.709,218,928,375,196,71,412,596
43,UC-Irvine,35,30,5,.857,5.88,-2.97,15,1,12,2,13,2,2551,2216,,1420,945,2058,.459,238,660,.361,423,608,.696,412,1404,463,199,148,412,648
44,UC-Riverside,33,10,23,.303,-10.84,-2.91,4,12,7,7,2,14,2153,2279,,1325,793,1787,.444,279,741,.377,288,421,.684,281,1051,426,164,60,425,561
45,UC-Santa Barbara,32,22,10,.688,-1.40,-5.33,10,6,12,3,7,6,2350,2114,,1290,825,1818,.454,204,594,.343,496,693,.716,379,1204,431,159,106,355,559
46,University of California,31,8,23,.258,-3.08,5.51,3,15,7,9,1,10,2121,2387,,1245,739,1735,.426,207,592,.350,436,603,.723,249,899,335,227,98,352,573
47,Campbell,32,20,12,.625,-3.48,-4.79,12,4,12,4,5,7,2426,2244,,1285,840,1843,.456,307,892,.344,439,580,.757,260,1023,469,209,103,325,510
48,Canisius,32,15,17,.469,-8.57,-4.63,11,7,5,8,9,5,2250,2376,,1295,798,1834,.435,256,791,.324,398,575,.692,300,1026,466,204,108,412,626
49,Central Arkansas,33,14,19,.424,-10.97,-4.41,8,10,8,5,5,13,2383,2498,,1330,810,1903,.426,276,784,.352,487,667,.730,299,1164,463,202,120,478,611
50,Central Connecticut State,31,11,20,.355,-13.79,-6.48,5,13,5,7,5,12,2205,2367,,1260,754,1821,.414,201,612,.328,496,634,.782,332,1107,353,172,110,427,598
51,Central Florida,31,23,8,.742,12.50,4.66,13,5,15,2,5,5,2236,1993,,1245,765,1652,.463,211,596,.354,495,767,.645,300,1139,411,178,139,367,524
52,Central Michigan,34,23,11,.676,3.46,-0.22,10,8,13,4,7,5,2810,2590,,1385,959,2113,.454,294,793,.371,598,888,.673,412,1292,448,258,105,412,579
53,Charleston Southern,32,17,15,.531,-2.23,-4.26,9,7,11,4,4,10,2439,2230,,1290,871,2032,.429,317,901,.352,380,562,.676,390,1200,459,252,106,414,537
54,Charlotte,29,8,21,.276,-8.11,-0.66,5,13,5,9,3,9,1776,1992,,1160,598,1441,.415,191,615,.311,389,524,.742,199,892,288,138,101,418,490
55,Chattanooga,32,12,20,.375,-7.53,-0.42,7,11,8,6,4,11,2268,2376,,1285,833,1881,.443,290,795,.365,312,457,.683,278,1096,419,139,79,409,553
56,Chicago State,32,3,29,.094,-24.38,1.12,0,16,3,8,0,19,1970,2710,,1280,718,1749,.411,141,468,.301,393,582,.675,249,993,373,193,72,512,625
57,Cincinnati,33,27,6,.818,14.17,4.75,14,4,16,2,7,4,2369,2058,,1330,822,1903,.432,220,629,.350,505,719,.702,424,1193,451,208,150,347,529
58,Citadel,30,12,18,.400,-7.73,0.24,4,14,8,7,4,10,2553,2584,,1210,899,2010,.447,370,1076,.344,385,523,.736,322,1107,463,201,110,386,528
59,Clemson,32,19,13,.594,15.08,9.86,9,9,13,4,4,6,2209,2042,,1280,791,1747,.453,207,629,.329,420,572,.734,286,1134,394,208,139,427,528
60,Cleveland State,31,10,21,.323,-7.87,-1.42,5,13,8,9,2,12,2300,2437,,1250,799,1834,.436,303,820,.370,399,585,.682,303,1094,460,174,97,412,551
61,Coastal Carolina,31,15,16,.484,-1.13,-1.96,9,9,9,4,5,10,2364,2265,,1250,797,1772,.450,249,680,.366,521,724,.720,338,1138,406,196,76,442,638
62,Colgate,34,24,10,.706,1.05,-4.37,13,5,15,1,9,9,2578,2381,,1375,930,1939,.480,305,786,.388,413,557,.741,319,1209,531,210,120,443,532
63,College of Charleston,33,24,9,.727,2.71,-2.61,12,6,13,2,8,5,2453,2265,,1330,878,1818,.483,227,667,.340,470,615,.764,260,1060,387,216,76,347,486
64,Colorado State,32,12,20,.375,0.20,1.72,7,11,8,9,3,8,2393,2406,,1285,866,1818,.476,259,722,.359,402,579,.694,256,1080,472,200,74,372,522
65,Colorado,33,21,12,.636,9.88,3.48,10,8,13,2,5,8,2439,2228,,1325,852,1867,.456,212,654,.324,523,700,.747,339,1239,440,169,100,445,574
66,Columbia,28,10,18,.357,-4.92,-1.88,5,9,5,7,4,9,2059,2052,,1160,778,1721,.452,237,655,.362,266,378,.704,255,986,443,218,78,366,539
67,Connecticut,33,16,17,.485,6.75,4.27,6,12,13,5,1,8,2436,2354,,1325,874,1959,.446,252,732,.344,436,641,.680,380,1167,422,200,145,427,643
68,Coppin State,33,8,25,.242,-18.72,-6.94,7,9,3,7,4,16,2118,2507,,1330,710,1827,.389,240,841,.285,458,689,.665,314,1218,326,169,115,555,619
69,Cornell,30,15,15,.500,-5.51,-1.58,7,7,9,4,6,11,2060,2113,,1215,719,1648,.436,233,707,.330,389,541,.719,188,983,431,177,103,394,474
70,Creighton,32,18,14,.563,12.61,9.13,9,9,11,6,4,7,2520,2362,,1300,901,1870,.482,348,883,.394,370,540,.685,262,1089,511,216,79,419,536
71,Dartmouth,30,11,19,.367,-5.51,-2.76,2,12,8,6,2,12,2160,2116,,1210,791,1748,.453,264,719,.367,314,435,.722,246,1020,415,159,98,361,468
72,Davidson,33,24,9,.727,6.89,2.08,14,4,14,1,7,5,2328,2140,,1325,822,1834,.448,300,856,.350,384,514,.747,256,1156,476,168,81,363,521
73,Dayton,32,21,11,.656,10.11,2.99,13,5,13,4,7,3,2333,2105,,1295,872,1734,.503,200,599,.334,389,564,.690,257,1116,529,161,79,403,444
74,Delaware State,31,6,25,.194,-26.77,-10.08,2,14,3,9,2,15,1956,2371,,1240,695,1963,.354,234,789,.297,332,489,.679,378,1144,333,214,65,435,589
75,Delaware,33,17,16,.515,-7.56,-4.47,8,10,9,7,7,8,2352,2380,,1360,830,1808,.459,282,746,.378,410,564,.727,254,1083,425,149,78,378,523
76,Denver,30,8,22,.267,-11.67,-2.81,3,13,6,7,1,14,2086,2319,,1205,755,1723,.438,227,622,.365,349,460,.759,275,1041,354,142,78,408,506
77,DePaul,30,15,15,.500,6.89,5.12,7,11,12,6,3,8,2306,2253,,1205,827,1772,.467,203,589,.345,449,627,.716,340,1125,438,190,87,414,536
78,Detroit Mercy,31,11,20,.355,-6.24,-0.27,8,10,6,6,4,14,2279,2464,,1240,784,1875,.418,294,825,.356,417,581,.718,336,1019,319,238,77,355,528
79,Drake,33,24,9,.727,3.31,-0.21,12,6,13,2,7,5,2490,2307,,1340,880,1868,.471,273,750,.364,457,607,.753,271,1174,508,174,126,436,549
80,Drexel,32,13,19,.406,-6.68,-2.58,7,11,9,7,3,11,2425,2475,,1280,874,1900,.460,237,669,.354,440,584,.753,312,1126,464,144,62,377,543
81,Duke,34,29,5,.853,28.38,12.44,14,4,15,2,7,2,2839,2297,,1365,1037,2173,.477,247,818,.302,518,751,.690,455,1421,541,322,232,446,539
82,Duquesne,32,19,13,.594,0.78,-0.38,10,8,14,4,4,6,2351,2314,,1295,810,1895,.427,271,841,.322,460,663,.694,379,1133,443,250,151,451,580
83,East Carolina,31,10,21,.323,-5.58,1.23,3,15,8,9,1,11,2088,2299,,1255,749,1791,.418,155,545,.284,435,638,.682,317,1061,382,223,110,416,622
84,East Tennessee State,33,24,9,.727,5.97,-1.52,13,5,13,2,8,6,2613,2269,,1335,971,2001,.485,261,725,.360,410,617,.665,430,1320,513,246,131,470,582
85,Eastern Illinois,32,14,18,.438,-11.80,-4.99,7,11,7,6,5,10,2299,2457,,1310,826,1912,.432,272,735,.370,375,545,.688,347,1147,434,200,120,427,569
86,Eastern Kentucky,31,13,18,.419,-7.37,-2.44,6,12,9,5,3,11,2562,2577,,1265,902,2125,.424,272,832,.327,486,683,.712,362,1167,458,317,101,447,661
87,Eastern Michigan,32,15,17,.469,0.82,4.86,9,9,11,7,4,10,2203,2213,,1295,818,1822,.449,187,634,.295,380,604,.629,400,1155,369,237,142,442,530
88,Eastern Washington,34,16,18,.471,-6.78,-4.17,12,8,9,4,4,13,2460,2527,,1380,876,2040,.429,310,886,.350,398,546,.729,299,1192,467,200,101,401,632
89,Elon,32,11,21,.344,-11.12,-3.16,7,11,5,11,6,7,2266,2445,,1290,812,1860,.437,335,942,.356,307,443,.693,265,1080,468,135,59,413,539
90,Evansville,32,11,21,.344,-3.69,0.28,5,13,9,7,2,13,2234,2317,,1295,747,1776,.421,264,776,.340,476,660,.721,215,1095,394,185,89,416,601
91,Fairfield,31,9,22,.290,-10.07,-7.00,6,12,5,7,3,13,2072,2167,,1240,761,1755,.434,259,740,.350,291,420,.693,273,968,401,202,63,436,612
92,Fairleigh Dickinson,33,20,13,.606,-5.92,-8.18,12,6,13,4,7,9,2489,2352,,1340,876,1834,.478,254,630,.403,483,661,.731,303,1085,466,253,120,443,554
93,Florida A&M,31,12,19,.387,-13.52,-8.04,9,7,6,3,6,14,1927,2057,,1245,719,1640,.438,180,489,.368,309,503,.614,288,991,355,226,111,499,580
94,Florida Atlantic,32,17,15,.531,-1.03,-1.44,8,10,9,5,6,8,2256,2175,,1295,788,1913,.412,279,865,.323,401,535,.750,357,1266,407,178,93,473,562
95,Florida Gulf Coast,32,14,18,.438,-5.03,-1.39,9,7,10,4,4,10,2280,2360,,1280,809,1786,.453,269,724,.372,393,588,.668,272,1064,449,216,133,479,514
96,Florida International,32,19,13,.594,-3.78,-1.32,10,8,12,4,5,8,2643,2555,,1280,933,2115,.441,269,878,.306,508,795,.639,347,1150,468,339,146,448,621
97,Florida State,34,27,7,.794,18.43,10.64,13,5,15,1,6,4,2547,2282,,1380,879,1984,.443,255,760,.336,534,721,.741,389,1271,438,237,145,459,651
98,Florida,34,19,15,.559,15.74,11.12,9,9,9,6,5,6,2321,2164,,1375,814,1908,.427,277,828,.335,416,579,.718,361,1141,416,244,126,400,581
99,Fordham,32,12,20,.375,-4.69,-2.08,3,15,9,10,3,8,2108,2141,,1295,759,1890,.402,276,831,.332,314,462,.680,305,1082,360,188,108,345,559
100,Fresno State,32,23,9,.719,9.36,1.03,13,5,13,4,7,3,2448,2162,,1285,847,1866,.454,342,897,.381,412,572,.720,300,1138,457,228,111,400,591
101,Furman,32,25,7,.781,7.98,-1.51,13,5,13,2,11,4,2492,2106,,1300,904,1900,.476,330,908,.363,354,496,.714,320,1144,510,280,135,401,465
102,Gardner-Webb,34,23,11,.676,-2.99,-5.35,11,6,13,0,8,9,2662,2397,,1390,933,1912,.488,272,696,.391,524,737,.711,268,1169,492,233,99,391,545
103,George Mason,33,18,15,.545,1.10,0.35,11,7,11,6,6,6,2314,2289,,1330,825,1855,.445,210,637,.330,454,634,.716,323,1166,399,204,95,428,563
104,George Washington,33,9,24,.273,-6.32,1.53,4,14,6,11,2,10,2097,2356,,1340,745,1842,.404,196,631,.311,411,600,.685,274,1116,375,170,96,413,526
105,Georgetown,32,19,13,.594,7.61,5.98,9,9,13,5,5,6,2557,2505,,1315,869,1955,.445,264,736,.359,555,755,.735,340,1269,531,189,130,435,566
106,Georgia Southern,33,21,12,.636,3.99,0.38,12,6,10,4,7,7,2726,2489,,1330,1012,2027,.499,203,631,.322,499,721,.692,316,1186,401,254,131,451,590
107,Georgia State,32,23,9,.719,2.95,0.40,13,5,13,1,7,7,2470,2343,,1280,865,1858,.466,316,814,.388,424,643,.659,263,1047,402,259,152,374,554
108,Georgia Tech,32,14,18,.438,7.60,8.82,6,12,11,7,3,9,2091,2130,,1285,755,1714,.440,176,573,.307,405,588,.689,262,1076,433,221,166,459,560
109,Georgia,32,11,21,.344,5.62,8.43,2,16,8,9,2,9,2274,2364,,1280,776,1760,.441,210,652,.322,512,726,.705,357,1215,423,185,163,506,565
110,Gonzaga,33,30,3,.909,28.32,4.54,16,0,17,0,9,1,2932,2147,,1320,1062,1997,.532,257,704,.365,551,718,.767,315,1275,594,249,178,342,530
111,Grambling,33,17,16,.515,-9.90,-9.53,10,8,11,3,6,11,2353,2262,,1330,803,1791,.448,216,541,.399,531,776,.684,306,1255,398,189,145,521,683
112,Grand Canyon,33,20,13,.606,4.55,-1.39,10,6,12,2,5,7,2497,2276,,1330,882,1944,.454,248,748,.332,483,659,.733,344,1202,466,202,71,397,577
113,Green Bay,33,17,16,.515,-3.33,-0.04,10,8,12,3,4,12,2653,2633,,1330,944,2084,.453,257,757,.339,508,722,.704,317,1197,489,259,134,422,634
114,Hampton,31,15,16,.484,-4.21,-5.28,9,7,10,3,5,11,2533,2380,,1270,860,1983,.434,263,764,.344,548,701,.782,332,1194,435,194,110,334,586
115,Hartford,33,18,15,.545,-3.65,-4.59,10,6,10,4,8,9,2477,2407,,1345,848,1863,.455,322,846,.381,459,619,.742,278,1050,462,228,69,401,552
116,Harvard,28,18,10,.643,1.76,0.06,10,4,9,2,7,8,1989,1931,,1145,705,1541,.457,240,647,.371,339,477,.711,256,1016,341,166,109,449,492
117,Hawaii,31,18,13,.581,-1.03,-3.34,9,7,12,5,4,5,2241,2131,,1250,788,1746,.451,266,751,.354,399,576,.693,278,1055,478,156,66,368,556
118,High Point,31,16,15,.516,-5.72,-4.47,9,7,9,4,5,8,2115,2105,,1255,763,1719,.444,180,583,.309,409,604,.677,363,1183,404,170,91,406,502
119,Hofstra,34,27,7,.794,4.89,-4.77,15,3,15,1,10,5,2841,2469,,1400,971,1990,.488,301,774,.389,598,748,.799,296,1136,476,221,116,333,509
120,Holy Cross,33,16,17,.485,-6.23,-3.80,6,12,8,6,6,11,2216,2296,,1335,848,1834,.462,237,670,.354,283,424,.667,220,916,510,241,127,350,481
121,Houston Baptist,30,12,18,.400,-8.96,-5.14,8,10,9,4,3,13,2465,2484,,1225,865,1896,.456,200,588,.340,535,793,.675,409,1142,449,234,54,442,593
122,Houston,33,31,2,.939,18.71,3.53,16,2,19,1,10,1,2514,2013,,1320,883,1968,.449,305,838,.364,443,629,.704,408,1358,495,217,149,379,629
123,Howard,33,17,16,.515,-12.31,-9.74,10,6,6,8,9,7,2612,2580,,1330,914,2104,.434,234,643,.364,550,762,.722,394,1219,450,193,139,417,628
124,Idaho State,30,11,19,.367,-13.10,-4.75,7,13,6,7,5,11,2198,2369,,1200,779,1742,.447,274,752,.364,366,498,.735,275,975,383,154,88,360,497
125,Idaho,32,5,27,.156,-18.68,-6.13,2,18,4,11,1,13,2174,2460,,1285,778,1764,.441,251,678,.370,367,507,.724,258,1061,399,130,53,433,581
126,Illinois-Chicago,32,16,16,.500,-3.14,-1.97,10,8,12,4,4,12,2391,2385,,1295,865,1881,.460,303,856,.354,358,525,.682,271,1106,478,210,124,457,684
127,Illinois State,33,17,16,.515,-1.85,0.46,9,9,12,4,2,10,2257,2314,,1330,813,1887,.431,244,734,.332,387,540,.717,298,1139,421,162,106,417,577
